DatePosted,Title,Seller Type,Price,Car Make,Car Model,Car Variant,Condition,Year Manufactured,Transmission,Engine Capacity,Body Type,Location,Warranty,Mileage,Colour Type,Colour,Description
2023-08-14,YELLOW 2020 Mercedes-Benz A-Class A180 AMG 4CAM PANROOF SPECIAL DEAL UNREG,Dealer, 193000,Mercedes-Benz,A-Class,A180 AMG Line,Recond,2020,Automatic,1.3L,Hatchback,Kuala Lumpur,1 Year Warranty,"35,000 - 39,999 km",Metallic,Yellow / Gold,"YELLOW 2020 Mercedes-Benz A-Class A180 AMG 4CAM PANROOF SPECIAL DEAL UNREG  2020 MERCEDES BENZ A180 AMG  * RM 193,000 after SST *offer*  * RM 193,000 after SST *offer*  * FREE 1 YEAR WARRANTY (OPEN SERVICE)  * FREE 1ST SERVICE  * FREE POLISH AND WAX  * FREE TOUCH UP  * ACCIDENT FREE  * NO HIDDEN CHARGES  * UNREGISTERED  * LOCAL AP  * JAPAN SPEC  * 1.3 TURBOCHARGED  * 134 HP / 200 Nm  * BLACK INTERIOR  * 2 X ELECTRONIC MEMORY SEATS  * SEMI LEATHER SEATS  * PANORAMIC SUNROOF  * ENHANCED PREMIUM SOUND SYSTEM  * DIGITAL METER PANEL  * WIDESCREEN COCKPIT  * SURROUND CAMERA (360 VIEW)  * PUSH START  * KEYLESS ENTRY  * HEAD UP DISPLAY (HUD)  * RADAR SAFETY SYSTEM (RSS)  * BLIND SPOT ASSIST (BSM)  * LANE KEEP ASSIST (LKA)  * MULTIFUNCTION STEERING  * PADDLE SHIFT  * MULTIBEAM LED HEADLAMP  * 18"" AMG WHEEL  * ORIGINAL MILEAGE  * RM 193,000 after SST *offer*  * RM 193,000 after SST *offer*  PLS CALL - 017 225 3605 RAY  PLS CALL - 017 225 3605 RAY  APPRECIATE & THANKS FOR VIEWING :)"
2023-08-13,23k MILEAGE only 2020 Porsche Cayenne 3.0 Coupe japan spec PANROOF 4CAM sportchrono OFFER UNREG,Dealer, 589000,Porsche,Cayenne,3.0 Coupe,Recond,2020,Automatic,3.0L,SUV,Kuala Lumpur,1 Year Warranty,"20,000 - 24,999 km",Metallic,Black,"23k MILEAGE only 2020 Porsche Cayenne 3.0 Coupe japan spec PANROOF 4CAM sportchrono OFFER UNREG  2020 PORSCHE CAYENNE COUPE 3.0 V6  * RM 589,000 after SST *offer*  * RM 589,000 after SST *offer*  * FREE 1 YEAR WARRANTY (OPEN SERVICE)  * FREE 1ST SERVICE  * FREE POLISH AND WAX  * FREE TOUCH UP  * ACCIDENT FREE  * NO HIDDEN CHARGES  * UNREGISTERED  * LOCAL AP  * JAPAN SPEC  * 3.0L V6 TURBOCHARGED  * 340 Hp / 450 Nm  * 8 SPEED TIPTRONIC S  * 0-100 in 6.2s  * SPORT EXHAUST MODE  * SPORT / SPORT + MODE  * BEIGE INTERIOR  * BEIGE LEATHER SEATS  * FRONT ELECTRONIC SEATS  * DRIVER MEMORY SEAT  * POWER BOOT  * KEYLESS GO  * KEYLESS ENTRY  * PANORAMIC ROOF  * SPORTCHRONO PACKAGE  * 12.3"" FULL-HD TOUCHSCREEN (PCM)  * SURROUND CAMERA (360 VIEW)  * PORSCHE ACTIVE SUSPENSION MANAGEMENT (PASM)  * PORSCHE ACTIVE SAFE (PAS)  * LANE KEEP ASSIST (LKA)  * LANE CHANGE ASSIST (LCA)  * MULTIFUNCTION STEERING  * PADDLE SHIFT  * QUAD EXHAUST TIP  * 22"" 911 TURBO WHEEL  * ORIGINAL MILEAGE  * RM 589,000 after SST *offer*  * RM 589,000 after SST *offer*  PLS CALL - 017-225 3605 RAY  PLS CALL - 017-225 3605 RAY  APPRECIATE & THANKS FOR VIEWING :)"
2023-08-13,2018 Mazda CX-5 2.2 SkyActiv-D 2WD Original Paint Full Service Record 80k Full loan,Dealer, 98800,Mazda,CX-5,2.2 SkyActiv-D 2WD,Used,2018,Automatic,2.2L,SUV,Selangor,No Warranty,"85,000 - 89,999 km",Metallic,White,"2018 Mazda CX-5 2.2 SkyActiv-D 2WD Original Paint Full Service Record 80k Full loan  * Mazda Cx-5 2.2 Diesel (A) Facelift  * Year Of Make 2018  * 80k Millegue Original  * Full Service Record(Mazda)  * Snow Pearl White  * With 2200cc Powerful Smooth Engine  * Skyactiv Technology D  * Leather Seat & Electronic Seat  * Touch Screen & Reverse Camera  * Push Start & Keyless Entry  * Full Set Adas System Security  * With 19 Inches Sport Rims  * 6 X SRS Airbags And ABS Breaking System  * Super Clean and Clear Interior Nice Condition  * Fuel Save Model Suitable For Family Use  * Selling Price RM98,800.00...Must View....Hurry !!  http://www.wasap.my/6    Show Phone Number   /  http://www.wasap.my/6    Show Phone Number   /  http://www.wasap.my/6    Show Phone Number   /  * 100% Confirm Accident Free  * Low Mileage Like New  * Tip-Top Original Condition  * Clean Interior & Non Smoker  * Engine Part Good Condition  * Transmission Gear Box OK  * Suspension all Running Good  * Loan Up to 9 Years(Full Loan)  http://www.wasap.my/6    Show Phone Number   /  http://www.wasap.my/6    Show Phone Number   /  http://www.wasap.my/6    Show Phone Number   /  Documents needed:  1. My Card (NRIC) & Driving License  2. Latest 3 months Payslip  3. Latest 3 months Bank Statement  4. Latest EPF (KWSP)  5. T&C Apply"
2023-08-13,2008 Perodua Myvi 1.3 EZi Excellent Condition 1 Owner Buy and Drive No Processing Charge,Dealer, 13800,Perodua,Myvi,1.3 EZi,Used,2008,Automatic,1.3L,Hatchback,Selangor,No Warranty,"130,000 - 139,999 km",Metallic,Grey / Silver,"2008 Perodua Myvi 1.3 EZi Excellent Condition 1 Owner Buy and Drive No Processing Charge  * Perodua Myvi Facelift 1.3 (A)  * Year Of Make 2008  * 130k Millegue Original  * Silver  * With 1300cc Powerful Smooth Engine  * Fabric Seat  * Adjust Side Mirror  * With 14 Inches Sport Rims  * 2 X SRS Airbags And ABS Breaking System  * Super Clean and Clear Interior Nice Condition  * Fuel Save Model Suitable For Family Use  * Selling Price RM13,800.00...Must View....Hurry !!  http://www.wasap.my/6    Show Phone Number   /  http://www.wasap.my/6    Show Phone Number   /  http://www.wasap.my/6    Show Phone Number   /  * 100% Confirm Accident Free  * Low Mileage  * Tip-Top Original Condition  * Clean Interior & Non Smoker  * Engine Part Good Condition  * Transmission Gear Box OK  * Suspension all Running Good  * Cash Buy No Processing Fees Charge  *  http://www.wasap.my/6    Show Phone Number   /  http://www.wasap.my/6    Show Phone Number   /  http://www.wasap.my/6    Show Phone Number   /  Documents needed:  1. My Card (NRIC) & Driving License"
2023-08-13,2013 Suzuki Swift 1.4 RS Bumper Yellow Dualtone Black Spoon Sports Version,Dealer, 34800,Suzuki,Swift,1.4 RS,Used,2013,Automatic,1.4L,Hatchback,Selangor,No Warranty,"85,000 - 89,999 km",Metallic,Yellow / Gold,"2013 Suzuki Swift 1.4 RS Bumper Yellow Dualtone Black Spoon Sports Version  * Suzuki Swift GLX Facelift 1.4 (A)  * Year Of Make 2013/2014  * 90k Millegue  * Yellow Dualtone Black Spoon Sports  * With 1400cc Powerful Smooth Engine  * Convert Rs Sport Bumper Spoon Sports  * Fabric Seat  * Keyless Entry  * Push Start Button  * With 17 Inches Sport Rims Spoon  * 2 X SRS Airbags And ABS Breaking System  * Super Clean and Clear Interior Nice Condition  * Fuel Save Model Suitable For Family Use  * Selling Price RM34,888.00...Must View....Hurry !!  http://www.wasap.my/6    Show Phone Number   /  http://www.wasap.my/6    Show Phone Number   /  http://www.wasap.my/6    Show Phone Number   /  * 100% Confirm Accident Free  * Low Mileage like New  * Tip-Top Original Condition  * Clean Interior & Non Smoker  * Engine Part Good Condition  * Transmission Gear Box OK  * Suspension all Running Good  * No Processing Charge For Cash Buy  * Can Loan 5 Years (Bank Loan)  http://www.wasap.my/6    Show Phone Number   /  http://www.wasap.my/6    Show Phone Number   /  http://www.wasap.my/6    Show Phone Number   /  Documents needed:  1. My Card (NRIC) & Driving License  2. Latest 3 months Payslip  3. Latest 3 months Bank Statement  4. Latest EPF (KWSP)  5. Blacklist Loan  6. C-Cris Loan  7. C-Tos Loan  8. T&C Apply"
2023-07-15,2022 Volvo XC90 2.0 B5 INSCRIPTION PLUS LOW MILEAGE,Direct Owner, 332000,Volvo,XC90,T5 Momentum,Used,2022,Automatic,2.0L,SUV,Selangor,4 Years Warranty,"20,000 - 24,999 km",Metallic,Blue / Purple,"2022 Volvo XC90 2.0 B5 INSCRIPTION PLUS LOW MILEAGE  This is an almost-new 2022 Volvo XC90 B5 INSCRIPTION PLUS non-plug in hybrid full spec with only 24k km mileage with warranty until June 2027.  Price for a new unit is now from RM416k. Other used XC90 B5 2022 units are about RM345k (this unit is RM13k cheaper and with lower mileage).  This is a non-plug in hybrid model which was introduced in 2022, which means it is the perfect XC90 for those who are worried about maintaining a plug in hybrid in the long run. It's a smooth and well-maintained vehicle with no warranty claims/issues. Warranty is valid until 14 June 2027 with 5 times free service over 5 years with an extra 6 months buffer. Vehicle was purchased from an official dealer.  Key Specs:  - 7 seater  - All-wheel-drive  - 263 hp 2.0 litre turbo with 8-speed automatic  - Full safety system including front and rear collision avoidance with auto braking, BLIS, 2nd row booster seat, ISOFIX and more  - Semi autonomous driving features with stop and go  - 360-degree camera  - 12-inch driver's cockpit  - 9-inch centre display screen with Apple CarPlay and Android Auto  - High-spec Bowers & Wilkins audio system  - Panoramic Sunroof  - Driving modes with adjustable suspension and more  Reason for sale: Not fully utilising the car's 7 seats"
2023-08-11,CHEAPEST OFFER 2021 Toyota Harrier 2.0 Z leather FULL SPEC JBL 4CAM MEMORY SEAT UNREG,Dealer, 235000,Toyota,Harrier,2.0 Z,Recond,2021,Automatic,2.0L,SUV,Kuala Lumpur,5 Years Warranty,"15,000 - 19,999 km",Metallic,Black,CHEAPEST OFFER 2021 Toyota Harrier 2.0 Z leather FULL SPEC JBL 4CAM MEMORY SEAT UNREG  2021 TOYOTA HARRIER 2.0 Z Ã¢Â
2023-08-11,SUPER DEAL 2019 Toyota Harrier 2.0 Elegance Red color special offer unreg,Dealer, 146000,Toyota,Harrier,2.0 Elegance,Recond,2019,Automatic,2.0L,SUV,Kuala Lumpur,5 Years Warranty,"35,000 - 39,999 km",Metallic,Red / Orange,"SUPER DEAL 2019 Toyota Harrier 2.0 Elegance Red color special offer unreg  2019 TOYOTA HARRIER 2.0 ELEGANCE  * RM 146,000 after SST *offer*  * RM 146,000 after SST *offer*  * FREE 5 YEARS WARRANTY (OPEN SERVICE)  * FREE 1ST SERVICE  * FREE POLISH AND WAX  * FREE TOUCH UP  * ACCIDENT FREE  * NO HIDDEN CHARGES  * UNREGISTERED  * LOCAL AP  * JAPAN SPEC  * 2.0 ELEGANCE FACELIFT  * NON TURBOCHARGED  * BLACK INTERIOR  * SEMI LEATHER SEATS  * DRIVER ELECTRONIC SEAT  * RECLINABLE BACK SEAT  * REAR AIR-COND  * TOUCHSCREEN  * REVERSE CAMERA  * PRE-CRASH SYSTEM  * LANE KEEP ASSIST  * KEYLESS ENTRY  * PUSH START  * ELECTRONIC PARKING BRAKE  * MULTIFUNCTION STEERING  * 17"" ALLOY WHEEL  * ORIGINAL MILEAGE  * RM 146,000 after SST *offer*  * RM 146,000 after SST *offer*  PLS CALL - 017-225 3605 RAY  PLS CALL - 017-225 3605 RAY  APPRECIATE & THANKS FOR VIEWING :)"
2023-08-11,CHEAPEST 2018 Lexus RX 300 base spec 4CAM bsm hud PANROOF UNREG,Dealer, 242000,Lexus,RX,300,Recond,2018,Automatic,2.0L,SUV,Kuala Lumpur,5 Years Warranty,"35,000 - 39,999 km",Metallic,Black,"CHEAPEST 2018 Lexus RX 300 base spec 4CAM bsm hud PANROOF UNREG  2018 LEXUS RX300T BASE  * RM 242,000 after SST *offer*  * RM 242,000 after SST *offer*  * FREE 5 YEARS WARRANTY (OPEN SERVICE)  * FREE 1ST SERVICE  * FREE POLISH AND WAX  * FREE TOUCH UP  * ACCIDENT FREE  * NO HIDDEN CHARGES  * UNREGISTERED  * LOCAL AP  * JAPAN SPEC  * 2.0L TURBOCHARGED  * 232 HP / 350 Nm  * BLACK INTERIOR  * SUEDE LEATHER SEATS  * FRONT ELECTRONIC SEATS  * POWER BOOT  * REAR AIR-COND VENT  * PANORAMIC SUNROOF  * PROJECTOR HEADLAMP  * MULTIFUNCTION STEERING  * HEAD UP DISPLAY (HUD)  * LANE KEEP ASSIST (LKA)  * PRE-CRASH SYSTEM (PCS)  * BLIND SPOT MONITORING (BSM)  * SURROUND CAMERA (360 VIEW)  * SPORT/ECO MODE  * PUSH START  * KEYLESS ENTRY  * 20"" ALLOY WHEEL  * ORIGINAL MILEAGE  * RM 242,000 after SST *offer*  * RM 242,000 after SST *offer*  CALL - 017-225 3605 RAY  CALL - 017-225 3605 RAY  APPRECIATE & THANKS FOR VIEWING :)"
2023-09-17,"21 UNIT ESTIMA AERAS PREMIUM G AND SMART G SPEC,RECOND 2019 YEAR Toyota Estima 2.4 Aeras SMART G",Dealer, 187000,Toyota,Estima,2.4 Aeras Premium,Recond,2019,Automatic,2.4L,MPV,Kuala Lumpur,1 Year Warranty,"10,000 - 14,999 km",Metallic,Black,"21 UNIT ESTIMA AERAS PREMIUM G AND SMART G SPEC,RECOND 2019 YEAR Toyota Estima 2.4 Aeras SMART G  STOCK : 3389  Contact For Best Deal :    Show Phone Number   Ms  TOYOTA ESTIMA AERAS SMART G 2.4  Manufactured 2019  Unregister,LOCAL AP HOLDER (KL)  Car Specification :  * Aeras Smart G (7 Seater)  * Black Colour Exterior  * Beige Colour Interior  * Power Boot  * Rear Digital Auto Aircond Control  * Leather Seat  * 2 Power Door  * Daytime Running Light  * PCS  * LTA  * Reverse Camera  * Keyless PUSH START  * 18"" Sport RIM  We Check , We Services , We Test , Before We Sell.  (DOCUMENT)  PERSONAL : IC / DRIVE LESEN / 3 MONTHS PAYSLIP / 3 MONTHS BANK STATEMENT / EPF / INCOME TAX 2022  COMPANY :DIRECTOR IC / DIRECTOR DRIVE LESEN / COMPANY SSM / 6 MONTHS COMPANY BANK STATEMENT/ INCOME TAX 2022"
2023-08-11,2019 Mercedes-Benz CLA-Class CLA 250 AMG Sport,Dealer, 278800,Mercedes-Benz,CLA-Class,CLA 250 AMG Sport,Recond,2019,Automatic,2.0L,Sedan,Kuala Lumpur,5 Years Warranty,"30,000 - 34,999 km",Metallic,Black,2019 Mercedes-Benz CLA-Class CLA 250 AMG Sport  Mercedes benz CLA 250 AMG  Year make 2019  Unregistered  Local Ap  Japan spec  CLA 250  4Matic  Amg package  Genuine mileage 41 k km  Auction report 4.5 / A  Two tone interior colour (Black and Red)  Specifications  Panaromic roof  Amg bodykit design  Amg sport rim  Instrument cluster (Digital meter)  Interior Ambience light  360 surround camera  Parktronic system  Day light  Keyless entry  Push start button  Full leather seat  Power adjustable seats  Memory seats  Heater seats  Multi function steering  Paddle shifftronic  Cruise control  Line keeping assist (LKA)  Blind sport monitor (BSM)  Pre crash  Traction control  Engine Start / off  Eco mode  Sport mode  Manual mode  Wireless charger  Etc..  5 year warranty ( T&C )  -Ã°Â
2023-08-10,2023 Proton X70 1.8 TGDI Executive 2WD FULL SERVICE RECORD UNDER WARRANTY TILL 2028,Dealer, 90800,Proton,X70,1.8 TGDI Executive 2WD,Used,2023,Automatic,1.8L,SUV,Kuala Lumpur,No Warranty,"10,000 - 14,999 km",Metallic,Brown,2023 Proton X70 1.8 TGDI Executive 2WD FULL SERVICE RECORD UNDER WARRANTY TILL 2028  2023 PROTON X70 TGDI EXECUTIVE 2WD  Ã
2023-08-10,2017 Mercedes-Benz AMG GT 4.0 V8 Biturbo FULLY CONVERTED AMG GTR BODYKIT,Dealer, 590800,Mercedes-Benz,AMG GT,4.0 V8 Biturbo,Used,2017,Automatic,4.0L,Coupe,Kuala Lumpur,No Warranty,"15,000 - 19,999 km",Matte,Grey / Silver,2017 Mercedes-Benz AMG GT 4.0 V8 Biturbo FULLY CONVERTED AMG GTR BODYKIT  2017 MERCEDES AMG GT - CONVERT AMG GTR BODYKIT  Ã¢Â
2023-08-10,Facelift OFFER 2020 Lexus RX 300 base spec 3LED 20K MILEAGE ONLY UNREG,Dealer, 286000,Lexus,RX,300,Recond,2020,Automatic,2.0L,SUV,Kuala Lumpur,5 Years Warranty,"20,000 - 24,999 km",Metallic,Black,"Facelift OFFER 2020 Lexus RX 300 base spec 3LED 20K MILEAGE ONLY UNREG  2020 LEXUS RX300T BASE FACELIFT  * RM 286,000 after SST *offer*  * RM 286,000 after SST *offer*  * FREE 5 YEARS WARRANTY (OPEN SERVICE)  * FREE 1ST SERVICE  * FREE POLISH AND WAX  * FREE TOUCH UP  * ACCIDENT FREE  * NO HIDDEN CHARGES  * UNREGISTERED  * LOCAL AP  * JAPAN SPEC  * 2.0L TURBOCHARGED  * 232 HP / 350 Nm  * BLACK INTERIOR  * BLACK SUEDE LEATHER SEATS  * FRONT ELECTRONIC MEMORY SEAT  * POWER BOOT  * REAR AIR-COND VENT  * 3 LED HEADLAMP  * MULTIFUNCTION STEERING  * LANE KEEP ASSIST (LKA)  * PRE-CRASH SYSTEM (PCS)  * TOUCHSCREEN (APPLE CARPLAY/ANDROID AUTO)  * SIDE AND REVERSE CAMERA  * SPORT/ECO MODE  * PUSH START  * KEYLESS ENTRY  * 18"" ALLOY WHEEL  * ORIGINAL MILEAGE ( 20K MILEAGE ONLY )  * RM 286,000 after SST *offer*  * RM 286,000 after SST *offer*  CALL - 017-225 3605 RAY  CALL - 017-225 3605 RAY  APPRECIATE & THANKS FOR VIEWING :)"
2023-08-10,2004 Toyota Vios 1.5 E Auto,Dealer, 13800,Toyota,Vios,1.5 E,Used,2004,Automatic,1.5L,Sedan,Melaka,No Warranty,"130,000 - 139,999 km",Metallic,Yellow / Gold,"2004 Toyota Vios 1.5 E Auto  YEAR 2004-TOYOTA Vios 1.5E Auto  Contact & WhatsApp Us At:  Ivan		: 0111-666 9292	www.wasap.my/6    Show Phone Number   2  Mr Ho		: 016-771 1818		www.wasap.my/6    Show Phone Number   Mr Hong	: 012-612 2603		www.wasap.my/6    Show Phone Number   Mr Shaun	: 011-1077 5795	www.wasap.my/6    Show Phone Number   5  VEHICLE Info :-  -Year 2004 / 1 Owner  -1.5cc Auto Petrol  -Aircond + Adroird Player Ok + Reverse Camera  -Cuchion NIce + Power Window All Function  -Car In Good Condition & Safe To Use  FACEBOOK : PERNIAGAAN MOTOR KLEBANG  Perniagaan Motor Klebang  Address: No.5777-C, Jalan Klebang Kecil, Limbongan, 75200 Melaka.  Operation Day: Mon-Sat  Operation Time: 9:00am - 5:30pm  Hotline : 0111-666 9292 / www.wasap.my/6    Show Phone Number   2  MAP LOCATION : https://www.google.com/maps/place/Perniagaan+Motor+Klebang,+Jalan+Tengkera,+Kampung+Limbongan,+75200+Klebang,+Malacca/@2.2054266,102.2199833,16z/data=!4m2!3m1!1s0x31d1f1ae238c4a73:0xabf4a2644326fab7?hl=en&source=lmns  CARELINE 24 Hour Service :-Ã"
2023-08-10,2017 Toyota Noah 2.0 - 7 SEATER - PROMOTION DEAL - WHILE STOCK LAST -,Dealer, 113888,Toyota,Noah,2.0,Recond,2017,Automatic,2.0L,MPV,Selangor,1 Year Warranty,"30,000 - 34,999 km",Metallic,Blue / Purple,"2017 Toyota Noah 2.0 - 7 SEATER - PROMOTION DEAL - WHILE STOCK LAST -  TOYOTA NOAH 2.0  - YEAR 2017  - UNREGISTERED  SPECIFICATION  - KEYLESS ENTRY  - PUSH START BUTTON  - 2 POWER DOOR  - 7 SEATER  - LANE KEEP ASSIST (LKA)  - PRE CRASH SAFETY SYSTEM (PCS)  - AND MANY MORE EXTRA FEATURES  * Estimate Selling Price Rm113,888  (For Duty Free Zone Langkawi, Labuan, Government Purchase and Embassy in Malaysia)**T&C  ** Now Promotion Selling Price Rm123,800  (Included sst duty tax)  Our Imported cars are :  - Inspected with HIGH GRADE Quality.  - Prepared in accordance with HIGH STANDARDS.  - 100% GUARANTEE After Sales Service Provided.  VIEW TO APPRECIATE!!!  * Trusted Car Dealer in Malaysia  * View to Believe  * Recond TOYOTA NOAH For Sale  * Call to Find Out More About The Car  ***MANY MORE RECOND TOYOTA NOAH ARE AVAILABLE TO CHOOSE***  WE PROVIDE :  ~ JPJ SERVICES  ~ LOAN ARRANGEMENT SERVICES  ~ HIGH AND FAST LOAN APPROVAL  ~ ACCEPT HIGH TRADE IN  ~ EXTENDED WARRANTY  .  Welcome Visit WEBSITE  *** www.AnekaAuto.com ***  .  { VIEW BY APPOINTMENT }  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND CAR SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND TOYOTA NOAH SALES AGENT  .  { VIEW BY APPOINTMENT }  .  (00426200B20B2300BBK)"
2023-08-10,2019 Toyota Vellfire 2.5 ZG - PROMOTION DEAL -,Dealer, 229888,Toyota,Vellfire,ZG,Recond,2019,Automatic,2.5L,MPV,Selangor,1 Year Warranty,"45,000 - 49,999 km",Metallic,White,"2019 Toyota Vellfire 2.5 ZG - PROMOTION DEAL -  TOYOTA VELLFIRE 2.5 ZG  - YEAR 2019  - UNREGISTERED  SPECIFICATION  - KEYLESS ENTRY  - PUSH START BUTTON  - 2 POWER DOOR  - 7 SEATER  - PILOT SEAT  - FULL LEATHER SEAT  - 3 LED HEADLAMP  - ROOF MONITOR  - POWER BOOT  - LANE TRACING ASSIST (LTA)  - PRE CRASH SAFETY SYSTEM (PCS)  - PARKING DISTANCE CONTROL WITH REVERSE CAMERA  - AND MANY MORE EXTRA FEATURES  * Estimate Selling Price Rm229,888  (For Duty Free Zone Langkawi, Labuan, Government Purchase and Embassy in Malaysia)**T&C  ** Now Promotion Selling Price Rm239,800  (Included sst duty tax)  Our Imported cars are :  - Inspected with HIGH GRADE Quality.  - Prepared in accordance with HIGH STANDARDS.  - 100% GUARANTEE After Sales Service Provided.  VIEW TO APPRECIATE!!!  * Trusted Car Dealer in Malaysia  * View to Believe  * Recond TOYOTA VELLFIRE 2.5 ZG For Sale  * Call to Find Out More About The Car  ***MANY MORE RECOND TOYOTA VELLFIRE ARE AVAILABLE TO CHOOSE***  WE PROVIDE :  ~ JPJ SERVICES  ~ LOAN ARRANGEMENT SERVICES  ~ HIGH AND FAST LOAN APPROVAL  ~ ACCEPT HIGH TRADE IN  ~ EXTENDED WARRANTY  .  Welcome Visit WEBSITE  *** www.AnekaAuto.com ***  .  { VIEW BY APPOINTMENT }  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND CAR SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND TOYOTA VELLFIRE SALES AGENT  .  { VIEW BY APPOINTMENT }  .  (00395800C380C3900BBK)"
2023-08-10,2020 Mercedes-Benz CLA-Class CLA45 S AMG TURBO 4MATIC  PREMIUM *RACE MODE *PANORAMIC,Dealer, 438800,Mercedes-Benz,CLA-Class,CLA45 S AMG,Recond,2020,Automatic,2.0L,Sedan,Selangor,1 Year Warranty,"0 - 4,999 km",Metallic,Black,"2020 Mercedes-Benz CLA-Class CLA45 S AMG TURBO 4MATIC  PREMIUM *RACE MODE *PANORAMIC  MERCEDES BENZ CLA45 S 2.0 AMG TURBO 4MATIC + PREMIUM  - YEAR 2020  - UNREGISTERED  - JAPAN SPEC  *FACELIFT  *RACE MODE  *ADVANCED PACKAGE  SPECIFICATIONS  - PANORAMIC ROOF  - KEYLESS ENTRY  - PUSH START  - MULTI FUNCTION STEERING  - PADDLE SHIFT  - RACE MODE PACKAGE  - AMG PERFORMANCE SEAT  - TWO TONE BLACK AND RED INTERIOR  - FULL LEATHER SEAT  - ELECTRIC SEAT WITH MEMORY CONTROL  - PREMIUM SOUND SYSTEM  - DIGITAL WIDESCREEN  - HEAD UP DISPLAY  - DYNAMIC SUSPENSION  - TRACTION CONTROL SYSTEM  - SPORT EXHAUST MODE  - TWIN DOUBLE EXHAUST  - DISTRONIC  - ACTIVE BRAKE ASSIST  - LANE KEEP ASSIST  - BLIND SPOT ASSIST  - 19"" AMG SPORT RIM  - PARKING DISTANCE CONTROL WITH SURROUND VIEW CAMERA  - AND MANY MORE EXTRA FEATURES...  Our Imported cars are :  - Inspected with HIGH GRADE Quality.  - Prepared in accordance with HIGH STANDARDS.  - 100% GUARANTEE After Sales Service Provided.  VIEW TO APPRECIATE!!!  * Trusted Car Dealer in Malaysia  * View to Believe  * Recond MERCEDES BENZ CLA45 S AMG TURBO 4MATIC + For Sale  * Call to Find Out More About The Car  ***MANY MORE RECOND MERCEDES BENZ CLA45 S AMG TURBO 4MATIC PLUS ARE AVAILABLE TO CHOOSE***  WE PROVIDE :  ~ JPJ SERVICES  ~ LOAN ARRANGEMENT SERVICES  ~ HIGH AND FAST LOAN APPROVAL  ~ ACCEPT HIGH TRADE IN  ~ EXTENDED WARRANTY  .  Welcome Visit WEBSITE  *** www.AnekaAuto.com ***  { VIEW BY APPOINTMENT }  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND CAR SALES TEAM  .  WHATSAPP or CALL NOW for more info & APPOINTMENT @ 016-298 9933 RECOND MERCEDES BENZ CLA45 S AMG SALES AGENT  .  { VIEW BY APPOINTMENT }  (00919700E3800ZMHBT)"
2023-08-09,BEST OFFER 2018 Lexus RX 300 F Sport RX300 23K MILEAGE ONLY SUPER DEAL UNREG,Dealer, 268000,Lexus,RX,300 F Sport,Recond,2018,Automatic,2.0L,SUV,Kuala Lumpur,5 Years Warranty,"20,000 - 24,999 km",Metallic,White,BEST OFFER 2018 Lexus RX 300 F Sport RX300 23K MILEAGE ONLY SUPER DEAL UNREG  2018 LEXUS RX300T F SPORT  Ã¢Â
2023-08-09,2020 Lexus RX 300 F Sport NEW FACE LIFTED / SUNROOF / 360 CAMERA / HUD /BSM / GRADE 5 A CONDITION,Dealer, 318000,Lexus,RX,300 F Sport,Recond,2020,Automatic,2.0L,SUV,Kuala Lumpur,5 Years Warranty,"10,000 - 14,999 km",Metallic,Black,"2020 Lexus RX 300 F Sport NEW FACE LIFTED / SUNROOF / 360 CAMERA / HUD /BSM / GRADE 5 A CONDITION  Lexus Rx300 F Sport  NEW FACE LIFTED  GENUINE CAR REPORT  JAPAN AUCTION REPORT 5/A  Year make 2020  Unregistered  Japan spec  2.0 liter  Turbocharged  F Sport  New face lifted  Genuine mileage 15039 KM  Japan auction report 5 / A  Specifications  F Sport bodykit  3 Led headlamp  Sunroof  Power boot  Keyless entry  Push start button  Full leather seat  Power adjustable seats  Memory seats, steering and side mirror  Cooling and heater seats  360 surround camera  Parking sensor  Head up display (HUD)  Blind sport monitor (BSM)  Line keeping assist (LKA)  Cruise control  Pre crash  Traction control  Aircon climate control  Eco mode  Sport mode  Sport    mode  Rear power adjustable seats  Rear door blind curtain  Sport rim  FOC  5 YEAR WARRANTY  Selling price RM 318 K ( NEGO )  If you have any enquiries, please feel free to contact me.  Billy Yap    Show Phone Number   Billy Yap    Show Phone Number   Billy Yap    Show Phone Number   Thank you"
